Build tool,Group id,Artifact id,Version,Dependency group id,Dependency artifact id,Dependency version,Direct Dependency,Resolution failure
Gradle,finos.traderx.trade-service,trade-service,0.0.1-SNAPSHOT,org.springframework.boot,spring-boot-starter-web,3.5.7,true,
Gradle,finos.traderx.trade-service,trade-service,0.0.1-SNAPSHOT,org.springframework.boot,spring-boot-starter-json,3.5.7,false,
Gradle,finos.traderx.trade-service,trade-service,0.0.1-SNAPSHOT,com.fasterxml.jackson.module,jackson-module-parameter-names,2.19.2,false,
Gradle,finos.traderx.trade-service,trade-service,0.0.1-SNAPSHOT,com.fasterxml.jackson.datatype,jackson-datatype-jdk8,2.19.2,false,
Gradle,finos.traderx.trade-service,trade-service,0.0.1-SNAPSHOT,org.springframework.boot,spring-boot-starter-tomcat,3.5.7,false,
Gradle,finos.traderx.trade-service,trade-service,0.0.1-SNAPSHOT,org.apache.tomcat.embed,tomcat-embed-websocket,10.1.48,false,
Gradle,finos.traderx.trade-service,trade-service,0.0.1-SNAPSHOT,org.apache.tomcat.embed,tomcat-embed-core,10.1.48,false,
Gradle,finos.traderx.trade-service,trade-service,0.0.1-SNAPSHOT,org.springframework.boot,spring-boot-starter-data-jpa,3.5.7,true,
Gradle,finos.traderx.trade-service,trade-service,0.0.1-SNAPSHOT,org.springframework.boot,spring-boot-starter-jdbc,3.5.7,false,
Gradle,finos.traderx.trade-service,trade-service,0.0.1-SNAPSHOT,com.zaxxer,HikariCP,6.3.3,false,
Gradle,finos.traderx.trade-service,trade-service,0.0.1-SNAPSHOT,org.springframework,spring-jdbc,6.2.12,false,
Gradle,finos.traderx.trade-service,trade-service,0.0.1-SNAPSHOT,org.springframework,spring-tx,6.2.12,false,
Gradle,finos.traderx.trade-service,trade-service,0.0.1-SNAPSHOT,org.hibernate.orm,hibernate-core,6.6.33.Final,false,
Gradle,finos.traderx.trade-service,trade-service,0.0.1-SNAPSHOT,org.glassfish.jaxb,jaxb-runtime,4.0.6,false,
Gradle,finos.traderx.trade-service,trade-service,0.0.1-SNAPSHOT,org.glassfish.jaxb,jaxb-core,4.0.6,false,
Gradle,finos.traderx.trade-service,trade-service,0.0.1-SNAPSHOT,org.eclipse.angus,angus-activation,2.0.3,false,
Gradle,finos.traderx.trade-service,trade-service,0.0.1-SNAPSHOT,org.glassfish.jaxb,txw2,4.0.6,false,
Gradle,finos.traderx.trade-service,trade-service,0.0.1-SNAPSHOT,com.sun.istack,istack-commons-runtime,4.1.2,false,
Gradle,finos.traderx.trade-service,trade-service,0.0.1-SNAPSHOT,jakarta.persistence,jakarta.persistence-api,3.1.0,false,
Gradle,finos.traderx.trade-service,trade-service,0.0.1-SNAPSHOT,jakarta.transaction,jakarta.transaction-api,2.0.1,false,
Gradle,finos.traderx.trade-service,trade-service,0.0.1-SNAPSHOT,org.hibernate.common,hibernate-commons-annotations,7.0.3.Final,false,
Gradle,finos.traderx.trade-service,trade-service,0.0.1-SNAPSHOT,io.smallrye,jandex,3.2.0,false,
Gradle,finos.traderx.trade-service,trade-service,0.0.1-SNAPSHOT,jakarta.inject,jakarta.inject-api,2.0.1,false,
Gradle,finos.traderx.trade-service,trade-service,0.0.1-SNAPSHOT,org.antlr,antlr4-runtime,4.13.0,false,
Gradle,finos.traderx.trade-service,trade-service,0.0.1-SNAPSHOT,org.springframework.data,spring-data-jpa,3.5.5,false,
Gradle,finos.traderx.trade-service,trade-service,0.0.1-SNAPSHOT,org.springframework.data,spring-data-commons,3.5.5,false,
Gradle,finos.traderx.trade-service,trade-service,0.0.1-SNAPSHOT,org.springframework,spring-orm,6.2.12,false,
Gradle,finos.traderx.trade-service,trade-service,0.0.1-SNAPSHOT,org.springframework,spring-aspects,6.2.12,false,
Gradle,finos.traderx.trade-service,trade-service,0.0.1-SNAPSHOT,org.aspectj,aspectjweaver,1.9.24,false,
Gradle,finos.traderx.trade-service,trade-service,0.0.1-SNAPSHOT,io.socket,socket.io-client,2.1.2,true,
Gradle,finos.traderx.trade-service,trade-service,0.0.1-SNAPSHOT,io.socket,engine.io-client,2.1.0,false,
Gradle,finos.traderx.trade-service,trade-service,0.0.1-SNAPSHOT,com.squareup.okhttp3,okhttp,5.3.0,false,
Gradle,finos.traderx.trade-service,trade-service,0.0.1-SNAPSHOT,com.squareup.okhttp3,okhttp-jvm,5.3.0,false,
Gradle,finos.traderx.trade-service,trade-service,0.0.1-SNAPSHOT,com.squareup.okio,okio,3.16.2,false,
Gradle,finos.traderx.trade-service,trade-service,0.0.1-SNAPSHOT,com.squareup.okio,okio-jvm,3.16.2,false,
Gradle,finos.traderx.trade-service,trade-service,0.0.1-SNAPSHOT,org.jetbrains.kotlin,kotlin-stdlib,1.9.25,false,
Gradle,finos.traderx.trade-service,trade-service,0.0.1-SNAPSHOT,org.jetbrains,annotations,13.0,false,
Gradle,finos.traderx.trade-service,trade-service,0.0.1-SNAPSHOT,org.json,json,20250517,true,
